prt_id,conf_total,pnp,pnr
/home/jaydy/work/astex/1eapB1/1eapB.pdb,11,683,216
/home/jaydy/work/astex/1ebgB1/1ebgB.pdb,11,1400,436
/home/jaydy/work/astex/1eedA1/1eedA.pdb,11,1015,330
/home/jaydy/work/astex/1ei1A1/1ei1A.pdb,11,1274,391
/home/jaydy/work/astex/1ejnA1/1ejnA.pdb,11,807,247
/home/jaydy/work/astex/1elaA1/1elaA.pdb,11,756,240
/home/jaydy/work/astex/1elbA1/1elbA.pdb,11,756,240
/home/jaydy/work/astex/1elcA1/1elcA.pdb,11,756,240
/home/jaydy/work/astex/1eldA1/1eldA.pdb,11,756,240
/home/jaydy/work/astex/1eleA1/1eleA.pdb,11,756,240
/home/jaydy/work/astex/1epbA1/1epbA.pdb,11,497,151
/home/jaydy/work/astex/1epoA1/1epoA.pdb,11,1015,330
/home/jaydy/work/astex/1etrB1/1etrB.pdb,11,852,259
/home/jaydy/work/astex/1etsB1/1etsB.pdb,11,852,259
/home/jaydy/work/astex/1ettB1/1ettB.pdb,11,852,259
/home/jaydy/work/astex/1f0rA1/1f0rA.pdb,11,771,234
/home/jaydy/work/astex/1f0sA1/1f0sA.pdb,11,771,234
/home/jaydy/work/astex/1f3dB1/1f3dB.pdb,11,703,220
/home/jaydy/work/astex/1faxA1/1faxA.pdb,11,773,235
/home/jaydy/work/astex/1fenA1/1fenA.pdb,11,588,177
/home/jaydy/work/astex/1fgiB1/1fgiB.pdb,11,901,272
/home/jaydy/work/astex/1fl3B1/1fl3B.pdb,11,686,214
/home/jaydy/work/astex/1flrB1/1flrB.pdb,11,695,217
/home/jaydy/work/astex/1frpA1/1frpA.pdb,11,1034,321
/home/jaydy/work/astex/1ghbC1/1ghbC.pdb,11,293,95
/home/jaydy/work/astex/1glpB1/1glpB.pdb,11,679,209
/home/jaydy/work/astex/1hdyB1/1hdyB.pdb,11,1188,374
/home/jaydy/work/astex/1hefA1/1hefA.pdb,11,309,99
/home/jaydy/work/astex/1hfcA1/1hfcA.pdb,11,508,157
/home/jaydy/work/astex/1hivB1/1hivB.pdb,11,307,98
/home/jaydy/work/astex/1hslB1/1hslB.pdb,11,777,238
/home/jaydy/work/astex/1htfB1/1htfB.pdb,11,310,99
/home/jaydy/work/astex/1htiB1/1htiB.pdb,11,796,248
/home/jaydy/work/astex/1hvrB1/1hvrB.pdb,11,307,98
/home/jaydy/work/astex/1hytA1/1hytA.pdb,11,1003,316
/home/jaydy/work/astex/1icnA1/1icnA.pdb,11,434,131
/home/jaydy/work/astex/1idaB1/1idaB.pdb,11,310,99
/home/jaydy/work/astex/1imbA1/1imbA.pdb,11,884,273
/home/jaydy/work/astex/1ivcA1/1ivcA.pdb,11,1241,388
/home/jaydy/work/astex/1iveA1/1iveA.pdb,11,1241,388
/home/jaydy/work/astex/1ivqB1/1ivqB.pdb,11,309,99
/home/jaydy/work/astex/1lahA1/1lahA.pdb,11,773,238
/home/jaydy/work/astex/1lcpA1/1lcpA.pdb,11,1568,484
/home/jaydy/work/astex/1ldmA1/1ldmA.pdb,11,1064,329
/home/jaydy/work/astex/1licA1/1licA.pdb,11,422,130
/home/jaydy/work/astex/1lmoA1/1lmoA.pdb,11,409,129
/home/jaydy/work/astex/1lnaA1/1lnaA.pdb,11,1003,316
/home/jaydy/work/astex/1lpmA1/1lpmA.pdb,11,1687,534
/home/jaydy/work/astex/1lstA1/1lstA.pdb,11,773,238
/home/jaydy/work/astex/1lybB1/1lybB.pdb,11,771,241
/home/jaydy/work/astex/1lylA1/1lylA.pdb,11,1606,482
/home/jaydy/work/astex/1mcqB1/1mcqB.pdb,11,688,216
/home/jaydy/work/astex/1mdrA1/1mdrA.pdb,11,1145,357
/home/jaydy/work/astex/1ml1B1/1ml1B.pdb,11,776,241
/home/jaydy/work/astex/1mldC1/1mldC.pdb,11,992,313
/home/jaydy/work/astex/1mmbA1/1mmbA.pdb,11,512,158
/home/jaydy/work/astex/1mmqA1/1mmqA.pdb,11,530,166
/home/jaydy/work/astex/1mncA1/1mncA.pdb,11,508,158
/home/jaydy/work/astex/1mrgA1/1mrgA.pdb,11,797,246
/home/jaydy/work/astex/1mrkA1/1mrkA.pdb,11,799,247
/home/jaydy/work/astex/1mtsA1/1mtsA.pdb,11,694,223
/home/jaydy/work/astex/1mtwA1/1mtwA.pdb,11,694,223
/home/jaydy/work/astex/1mupA1/1mupA.pdb,11,522,157
/home/jaydy/work/astex/1nsdA1/1nsdA.pdb,11,1267,390
/home/jaydy/work/astex/1oklA1/1oklA.pdb,11,833,255
/home/jaydy/work/astex/1okmA1/1okmA.pdb,11,841,257
/home/jaydy/work/astex/1pbdA1/1pbdA.pdb,11,1283,391
/home/jaydy/work/astex/1pdzA1/1pdzA.pdb,11,1397,433
/home/jaydy/work/astex/1phaA1/1phaA.pdb,11,1338,406
/home/jaydy/work/astex/1phdA1/1phdA.pdb,11,1335,405
/home/jaydy/work/astex/1phfA1/1phfA.pdb,11,1335,405
/home/jaydy/work/astex/1phgA1/1phgA.pdb,11,1335,405
/home/jaydy/work/astex/1ppcA1/1ppcA.pdb,11,694,223
/home/jaydy/work/astex/1pphA1/1pphA.pdb,11,694,223
/home/jaydy/work/astex/1ppiA1/1ppiA.pdb,11,1597,496
/home/jaydy/work/astex/1psoA1/1psoA.pdb,11,1017,326
/home/jaydy/work/astex/1ptvA1/1ptvA.pdb,11,1002,297
/home/jaydy/work/astex/1qbrB1/1qbrB.pdb,11,310,99
/home/jaydy/work/astex/1qbtB1/1qbtB.pdb,11,310,99
/home/jaydy/work/astex/1qbuB1/1qbuB.pdb,11,310,99
/home/jaydy/work/astex/1qcfA1/1qcfA.pdb,11,1501,449
/home/jaydy/work/astex/1qh7A1/1qh7A.pdb,11,660,206
/home/jaydy/work/astex/1ql7A1/1ql7A.pdb,11,694,223
/home/jaydy/work/astex/1qpeA1/1qpeA.pdb,11,899,270
/home/jaydy/work/astex/1qpqA1/1qpqA.pdb,11,891,284
/home/jaydy/work/astex/1rbpA1/1rbpA.pdb,11,580,175
/home/jaydy/work/astex/1rdsA1/1rdsA.pdb,11,332,105
/home/jaydy/work/astex/1rneA1/1rneA.pdb,11,1059,330
/home/jaydy/work/astex/1robA1/1robA.pdb,11,410,124
/home/jaydy/work/astex/1slnA1/1slnA.pdb,11,545,168
/home/jaydy/work/astex/1sltA1/1sltA.pdb,11,416,130
/home/jaydy/work/astex/1srfA1/1srfA.pdb,11,361,116
/home/jaydy/work/astex/1srgA1/1srgA.pdb,11,361,116
/home/jaydy/work/astex/1srhA1/1srhA.pdb,11,361,116
/home/jaydy/work/astex/1srjB1/1srjB.pdb,11,361,116
/home/jaydy/work/astex/1stpA1/1stpA.pdb,11,376,121
/home/jaydy/work/astex/1tdbA1/1tdbA.pdb,11,1050,315
/home/jaydy/work/astex/1tmnA1/1tmnA.pdb,11,1003,316
/home/jaydy/work/astex/1tngA1/1tngA.pdb,11,694,223
/home/jaydy/work/astex/1tnhA1/1tnhA.pdb,11,694,223
/home/jaydy/work/astex/1tniA1/1tniA.pdb,11,694,223
/home/jaydy/work/astex/1tnlA1/1tnlA.pdb,11,694,223
/home/jaydy/work/astex/1tphB1/1tphB.pdb,11,788,245
/home/jaydy/work/astex/1tppA1/1tppA.pdb,11,694,223
/home/jaydy/work/astex/1ulbA1/1ulbA.pdb,11,945,289
/home/jaydy/work/astex/1uvsB1/1uvsB.pdb,11,793,241
/home/jaydy/work/astex/1uvtB1/1uvtB.pdb,11,813,247
/home/jaydy/work/astex/1xidA1/1xidA.pdb,11,1264,387
/home/jaydy/work/astex/1xkbB1/1xkbB.pdb,11,775,235
/home/jaydy/work/astex/1ydrA1/1ydrA.pdb,11,1126,334
/home/jaydy/work/astex/1ydsA1/1ydsA.pdb,11,1126,334
/home/jaydy/work/astex/1ydtA1/1ydtA.pdb,11,1126,334
/home/jaydy/work/astex/2ackA1/2ackA.pdb,11,1724,527
/home/jaydy/work/astex/2adaA1/2adaA.pdb,11,1161,349
/home/jaydy/work/astex/2cgrB1/2cgrB.pdb,11,682,214
/home/jaydy/work/astex/2cmdA1/2cmdA.pdb,11,982,312
/home/jaydy/work/astex/2cppA1/2cppA.pdb,11,1335,405
/home/jaydy/work/astex/2dblB1/2dblB.pdb,11,701,219
/home/jaydy/work/astex/2gbpA1/2gbpA.pdb,11,996,309
/home/jaydy/work/astex/2h4nA1/2h4nA.pdb,11,840,257
/home/jaydy/work/astex/2ifbA1/2ifbA.pdb,11,434,131
/home/jaydy/work/astex/2mcpB1/2mcpB.pdb,11,711,222
/home/jaydy/work/astex/2mipC1/2mipC.pdb,11,310,99
/home/jaydy/work/astex/2mipD2/2mipD.pdb,11,310,99
/home/jaydy/work/astex/2pcpB1/2pcpB.pdb,11,687,215
/home/jaydy/work/astex/2phhA1/2phhA.pdb,11,1283,391
/home/jaydy/work/astex/2qwkA1/2qwkA.pdb,11,1254,388
/home/jaydy/work/astex/2simA1/2simA.pdb,11,1222,381
/home/jaydy/work/astex/2tmnA1/2tmnA.pdb,11,1003,316
/home/jaydy/work/astex/2yhxA1/2yhxA.pdb,11,1193,379
/home/jaydy/work/astex/2ypiA1/2ypiA.pdb,11,793,247
/home/jaydy/work/astex/3erdA1/3erdA.pdb,11,822,248
/home/jaydy/work/astex/3ertA1/3ertA.pdb,11,832,251
/home/jaydy/work/astex/3gchC1/3gchC.pdb,11,293,95
/home/jaydy/work/astex/3ptbA1/3ptbA.pdb,11,694,223
/home/jaydy/work/astex/4aahC1/4aahC.pdb,11,1828,571
/home/jaydy/work/astex/4ctsB1/4ctsB.pdb,11,1430,437
/home/jaydy/work/astex/4er2A1/4er2A.pdb,11,1015,330
/home/jaydy/work/astex/4estA1/4estA.pdb,11,756,240
/home/jaydy/work/astex/4lbdA1/4lbdA.pdb,11,779,237
/home/jaydy/work/astex/4phvB1/4phvB.pdb,11,310,99
/home/jaydy/work/astex/5abpA1/5abpA.pdb,11,989,305
/home/jaydy/work/astex/5abpA2/5abpA.pdb,11,989,305
/home/jaydy/work/astex/8gchC1/8gchC.pdb,11,296,96
/home/jaydy/work/astex/7timA1/7timA.pdb,11,793,247
/home/jaydy/work/astex/6abpA1/6abpA.pdb,11,988,305
/home/jaydy/work/astex/5p2pB1/5p2pB.pdb,11,387,119
/home/jaydy/work/astex/5abpA2/5abpA.pdb,11,989,305
/home/jaydy/work/astex/5cppA1/5cppA.pdb,11,1335,405
